"CAD.Event.Number","Event.Clearance.Description","Call.Type","Priority","Initial.Call.Type","Final.Call.Type","Incident.Date","Blurred_Longitude","Blurred_Latitude","broad_category"
2010000093031,"REPORT WRITTEN (NO ARREST)","ONVIEW",3,"HARAS - NO BIAS OR THREATS","ASSAULTS - HARASSMENT, THREATS",2010-03-21,-122.28224625,47.61177635,"disturbance"
2010000089661,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",2,"DISTURBANCE","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2010-03-18,-122.28198512,47.61206168,"disturbance"
2010000046696,"REPORT WRITTEN (NO ARREST)","911",6,"OBS - SECONDARY - THEFT","THEFT - CAR PROWL",2010-02-10,-122.28224625,47.61177635,"theft"
2010000032986,"REPORT WRITTEN (NO ARREST)","911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","PROPERTY DEST (DAMG)",2010-01-29,-122.28302061,47.6119038,"theft"
2019000362495,"RESPONDING UNIT(S) CANCELLED BY RADIO","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2019-09-28,-122.28302061,47.6119038,"suspicious"
2016000288093,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2016-08-10,-122.28715964,47.61099714,"traffic"
2020000134021,"RESPONDING UNIT(S) CANCELLED BY RADIO","TELEPHONE OTHER, NOT 911",2,"DISTURBANCE","DISTURBANCE - OTHER",2020-04-22,-122.28198512,47.61206168,"disturbance"
2014000286265,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",4,"NOISE - GENERAL","DISTURBANCE - NOISE",2014-08-27,-122.28198512,47.61206168,"disturbance"
2014000192131,"CITATION ISSUED (CRIMINAL OR NON-CRIMINAL)","TELEPHONE OTHER, NOT 911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2014-06-16,-122.28501219,47.61036516,"traffic"
2011000233876,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2011-07-19,-122.28468983,47.60975947,"traffic"
2016000313086,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",2,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","DISTURBANCE - OTHER",2016-08-29,-122.28715965,47.61099714,"suspicious"
2011000265644,"NO POLICE ACTION POSSIBLE OR NECESSARY","911",3,"OBS - NOISE - DISTURBANCE (PARTY, ETC)","DISTURBANCE - NOISE",2011-08-13,-122.28302061,47.6119038,"disturbance"
2013000458179,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2013-12-24,-122.28411376,47.61150482,"traffic"
2012000249302,"CITATION ISSUED (CRIMINAL OR NON-CRIMINAL)","TELEPHONE OTHER, NOT 911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2012-07-31,-122.28410153,47.61205754,"traffic"
2020000139603,"REPORT WRITTEN (NO ARREST)","TELEPHONE OTHER, NOT 911",2,"THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","THEFT - CAR PROWL",2020-04-27,-122.28224625,47.61177635,"theft"
2016000099514,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2016-03-22,-122.28410155,47.61205754,"traffic"
2018000326685,"ASSISTANCE RENDERED","911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2018-09-01,-122.28250736,47.61149102,"traffic"
2013000465670,"ASSISTANCE RENDERED","911",3,"PROPERTY - DAMAGE","DISTURBANCE - OTHER",2013-12-31,-122.28198512,47.61206168,"prop.dmg"
2013000383567,"ORAL WARNING GIVEN","911",2,"TRAFFIC - BLOCKING ROADWAY","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2013-10-22,-122.28471739,47.61178126,"traffic"
2023000287432,"ASSISTANCE RENDERED","911",2,"HAZ - POTENTIAL THRT TO PHYS SAFETY","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2023-10-04,-122.28198512,47.61206168,"suspicious"
2014000218103,"ASSISTANCE RENDERED","911",4,"FIREWORKS (NO HAZARD)","DISTURBANCE - OTHER",2014-07-05,-122.28631637,47.61037728,"disturbance"
2010000382075,"ORAL WARNING GIVEN","TELEPHONE OTHER, NOT 911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2010-11-01,-122.28198512,47.61206168,"traffic"
2013000389599,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",3,"OBS - NOISE - DISTURBANCE (PARTY, ETC)","DISTURBANCE - NOISE",2013-10-26,-122.28224625,47.61177635,"disturbance"
2021000273360,"NO POLICE ACTION POSSIBLE OR NECESSARY","TELEPHONE OTHER, NOT 911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2021-10-15,-122.28224625,47.61177635,"suspicious"
2011000339648,"ORAL WARNING GIVEN","TELEPHONE OTHER, NOT 911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2011-10-17,-122.28603117,47.61210969,"traffic"
2012000149702,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2012-05-15,-122.28603117,47.61210969,"traffic"
2023000130108,"ASSISTANCE RENDERED","911",2,"DISTURBANCE","DISTURBANCE - OTHER",2023-05-12,-122.28715964,47.61099714,"disturbance"
2024000019377,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",2,"THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING)","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2024-01-21,-122.28198511,47.61206168,"disturbance"
2014000429445,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2014-12-30,-122.28410155,47.61205754,"traffic"
2021000178562,"RESPONDING UNIT(S) CANCELLED BY RADIO","911",1,"UNKNOWN - ANI/ALI - LANDLINE (INCLUDES OPEN LINE)","DISTURBANCE - OTHER",2021-07-14,-122.28603117,47.61210969,"suspicious"
2019000297860,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",1,"SHOTS HEARD - IN PROGRESS","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2019-08-11,-122.28501219,47.61036516,"violence"
2015000027562,"RESPONDING UNIT(S) CANCELLED BY RADIO","911",1,"UNKNOWN - ANI/ALI - LANDLINE (INCLUDES OPEN LINE)","WEAPON, PERSON WITH - GUN",2015-01-25,-122.28501219,47.61036516,"suspicious"
2016000183997,"REPORT WRITTEN (NO ARREST)","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","DISTURBANCE - OTHER",2016-05-25,-122.28411376,47.61150482,"suspicious"
2015000365016,"DUPLICATED OR CANCELLED BY RADIO","TELEPHONE OTHER, NOT 911",3,"DISTURBANCE","DISTURBANCE",2015-10-18,-122.28198512,47.61206168,"disturbance"
2011000193257,"REPORT WRITTEN (NO ARREST)","911",3,"AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY","AUTOMOBILES - AUTO THEFT",2011-06-16,-122.28410155,47.61205754,"theft"
2011000247441,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","911",4,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2011-07-30,-122.28198512,47.61206168,"traffic"
2019000291283,"ASSISTANCE RENDERED","911",2,"DISTURBANCE","DISTURBANCE - OTHER",2019-08-06,-122.28302061,47.6119038,"disturbance"
2016000096337,"DUPLICATED OR CANCELLED BY RADIO","TELEPHONE OTHER, NOT 911",2,"PROPERTY - DAMAGE","DISTURBANCE - OTHER",2016-03-19,-122.28410155,47.61205754,"prop.dmg"
2019000436170,"CITATION ISSUED (CRIMINAL OR NON-CRIMINAL)","911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2019-11-23,-122.28198512,47.61206168,"traffic"
2012000249373,"CITATION ISSUED (CRIMINAL OR NON-CRIMINAL)","911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2012-07-31,-122.28348568,47.61233382,"traffic"
2018000351488,"UNABLE TO LOCATE INCIDENT OR COMPLAINANT","TELEPHONE OTHER, NOT 911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2018-09-20,-122.28302061,47.6119038,"traffic"
2021000119507,"ORAL WARNING GIVEN","911",2,"LIQUOR VIOLATIONS - MINOR","DISTURBANCE - NOISE",2021-05-15,-122.28715965,47.61099714,"disturbance"
2019000147579,"RESPONDING UNIT(S) CANCELLED BY RADIO","TELEPHONE OTHER, NOT 911",1,"DISTURBANCE","ASSIST OTHER AGENCY - COUNTY AGENCY",2019-04-26,-122.28198512,47.61206168,"disturbance"
2015000237255,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",2,"TRAFFIC - BLOCKING ROADWAY","TRAFFIC - BLOCKING TRAFFIC",2015-07-11,-122.28348568,47.61233382,"traffic"
2010000272936,"CITATION ISSUED (CRIMINAL OR NON-CRIMINAL)","TELEPHONE OTHER, NOT 911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2010-08-06,-122.28198512,47.61206168,"traffic"
2023000114880,"ASSISTANCE RENDERED","TELEPHONE OTHER, NOT 911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","DISTURBANCE - OTHER",2023-04-28,-122.28471739,47.61178126,"suspicious"
2013000042434,"NO POLICE ACTION POSSIBLE OR NECESSARY","911",3,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT","SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON",2013-02-06,-122.28198512,47.61206168,"suspicious"
2011000349310,"ORAL WARNING GIVEN","TELEPHONE OTHER, NOT 911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2011-10-26,-122.28719052,47.60980993,"traffic"
2013000095470,"CITATION ISSUED (CRIMINAL OR NON-CRIMINAL)","TELEPHONE OTHER, NOT 911",3,"PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC - PARKING VIOL (EXCEPT ABANDONED CAR)",2013-03-21,-122.28719052,47.60980993,"traffic"
